商品名,平均,標準偏差,最小,最大,中央値,変動係数_CV,需要パターン,安全在庫,発注点,推奨発注量_週間
フリスクＣＢフレッシュＭ,1.2666666666666666,0.5832922809856746,1.0,3.0,1.0,0.46,通常,1.0,2.0,9.0
フリスクＦＦみかん,1.0,0.0,1.0,1.0,1.0,0.0,安定,0.0,1.0,7.0
フリスクＦＦマスカット,1.9545454545454546,1.4297048450837484,0.0,7.0,1.0,0.73,変動大,2.0,4.0,14.0
フルーチェグミイチゴ,2.5,1.5666989036012806,1.0,5.0,2.5,0.63,通常,3.0,6.0,18.0
フルーツこれ１本ビタミン,8.142857142857142,3.532165125838609,3.0,14.0,8.0,0.43,通常,6.0,14.0,57.0
フルーツの沼メロン＆白桃,2.0,0.0,2.0,2.0,2.0,0.0,安定,0.0,2.0,14.0
フルーツサラダヨーグルト,1.2,0.4472135954999579,1.0,2.0,1.0,0.37,通常,1.0,2.0,8.0
フレッシュ野菜サラダ,1.1612903225806452,0.7057968032272433,0.0,3.0,1.0,0.61,通常,1.0,2.0,8.0
フレンチクルーラーミルク,5.8,3.3497839678968773,1.0,13.0,7.0,0.58,通常,6.0,12.0,41.0
ブラックサンダー,3.6363636363636362,2.4757194111754295,1.0,11.0,3.0,0.68,通常,4.0,8.0,25.0
ブラックサンダー至福のバ,1.0,,1.0,1.0,1.0,,不明,,,7.0
ブラックＴひとくちサイズ,3.966666666666667,1.9340241565715373,1.0,10.0,4.0,0.49,通常,3.0,7.0,28.0
ブラックＴココナッツ小袋,4.024390243902439,2.103423458056518,1.0,10.0,4.0,0.52,通常,3.0,7.0,28.0
ブリーフ団イカ墨まぜそば,4.0,4.58257569495584,0.0,9.0,3.0,1.15,変動大,8.0,12.0,28.0
ブルガリアＹＯ　苺,1.5555555555555556,0.7264831572567789,1.0,3.0,1.0,0.47,通常,1.0,3.0,11.0
ブルガリアＹＯさくらんぼ,1.0,0.0,1.0,1.0,1.0,0.0,安定,0.0,1.0,7.0
ブルガリアＹＯブルーベ,1.0,0.0,1.0,1.0,1.0,0.0,安定,0.0,1.0,7.0
ブルガリアＹＯマスカット,1.3043478260869565,0.8756702684071969,0.0,4.0,1.0,0.67,通常,1.0,2.0,9.0
ブルーベリーサンド,2.1666666666666665,0.983192080250175,1.0,4.0,2.0,0.45,通常,2.0,4.0,15.0
ブレンドＭ,3.8461538461538463,3.0814581962740655,1.0,13.0,3.0,0.8,変動大,5.0,9.0,27.0
ブレンドＳ,40.306451612903224,63.98349907918176,1.0,194.0,9.0,1.59,変動大,105.0,145.0,282.0
ブロックロス　ユニコーン,1.0,0.0,1.0,1.0,1.0,0.0,安定,0.0,1.0,7.0
ブロックロスジークアクス,1.0,0.0,1.0,1.0,1.0,0.0,安定,0.0,1.0,7.0
ブーストバイツ,1.0833333333333333,0.28867513459481287,1.0,2.0,1.0,0.27,安定,0.0,1.0,8.0
プライドポテト神戸ビーフ,1.0,,1.0,1.0,1.0,,不明,,,7.0
プリッツ旨サラダ,2.635294117647059,1.3526610354226591,1.0,7.0,3.0,0.51,通常,2.0,5.0,18.0
プリングルズサワクリＳ,1.48,0.838852471765897,0.0,4.0,1.0,0.57,通常,1.0,2.0,10.0
プリン！？シュー,6.733333333333333,4.0614330100640705,1.0,13.0,7.0,0.6,通常,7.0,14.0,47.0
プルームオーラＪブラック,1.0,,1.0,1.0,1.0,,不明,,,7.0
プレジデント,0.0,,0.0,0.0,0.0,,不明,,,0.0
プレミアムルック清水白桃,1.0,,1.0,1.0,1.0,,不明,,,7.0
プロテインキャラメル,1.0,0.0,1.0,1.0,1.0,0.0,安定,0.0,1.0,7.0
プロテインバー　チョコ,1.2727272727272727,0.46709936649691375,1.0,2.0,1.0,0.37,通常,1.0,2.0,9.0
プロテインピーナッツバタ,1.0,,1.0,1.0,1.0,,不明,,,7.0
ヘアリングゴム黒,1.9710144927536233,1.0706102505629211,0.0,5.0,2.0,0.54,通常,2.0,4.0,14.0
ヘパリーゼＷ,4.3882352941176475,2.507579546509508,1.0,13.0,4.0,0.57,通常,4.0,8.0,31.0
ヘパリーゼＷハイパー,1.4285714285714286,0.7867957924694432,1.0,3.0,1.0,0.55,通常,1.0,2.0,10.0
ヘルシア緑茶　３５０ｍｌ,3.5,0.7071067811865476,3.0,4.0,3.5,0.2,安定,1.0,4.0,24.0
ベ　ス　ト　カ　ー,0.5,0.7071067811865476,0.0,1.0,0.5,1.41,変動大,1.0,2.0,4.0
ベコンレタストマトサンド,8.546875,3.431551490932437,3.0,20.0,8.0,0.4,通常,6.0,15.0,60.0
ベロスピッフィーＳミント,1.1,0.31622776601683794,1.0,2.0,1.0,0.29,安定,1.0,2.0,8.0
ベロブリージーマンゴーＭ,3.25,2.6518405051051106,0.0,10.0,2.0,0.82,変動大,4.0,7.0,23.0
ベロＢマンゴーＭ５Ｐ,1.0,0.0,1.0,1.0,1.0,0.0,安定,0.0,1.0,7.0
ベロＭＰミントＸインテン,1.2727272727272727,0.7862453931068965,0.0,3.0,1.0,0.62,通常,1.0,2.0,9.0
ベロＭＰＭインテンス,1.0625,0.4425306015783918,0.0,2.0,1.0,0.42,通常,1.0,2.0,7.0
ベーコンとレタスのサラダ,1.0,,1.0,1.0,1.0,,不明,,,7.0
ベースブレッドこしあん,1.5818181818181818,0.8320191657984161,0.0,4.0,1.0,0.53,通常,1.0,3.0,11.0
ベースブレッドさつまいも,1.9285714285714286,0.9168747682531899,1.0,4.0,2.0,0.48,通常,2.0,4.0,14.0
ベースブレッドオレンジ,1.08,0.39999999999999997,0.0,2.0,1.0,0.37,通常,1.0,2.0,8.0
ベースブレッドシナモン,1.5614035087719298,0.8455248551649764,0.0,4.0,1.0,0.54,通常,1.0,3.0,11.0
ベースブレッドチョコ,3.0804597701149423,1.9302873072366753,0.0,9.0,3.0,0.63,通常,3.0,6.0,22.0
ベースブレッドミルク,1.4565217391304348,0.78049903520847,0.0,3.0,1.0,0.54,通常,1.0,2.0,10.0
ベースブレッドメープル,2.975,1.8139752834903582,1.0,7.0,3.0,0.61,通常,3.0,6.0,21.0
ペタグーグレープ,3.4468085106382977,1.7913865244346334,1.0,8.0,3.0,0.52,通常,3.0,6.0,24.0
ペタグーシャインマスカッ,1.875,1.1539158284426272,1.0,5.0,1.5,0.62,通常,2.0,4.0,13.0
ペタグーソーダ,3.6,2.7723120830300267,1.0,9.0,3.0,0.77,変動大,5.0,9.0,25.0
ペパーミント１００ＭＬ,1.0,0.0,1.0,1.0,1.0,0.0,安定,0.0,1.0,7.0
ペプシコーラ　６００,21.08695652173913,14.543343459710348,4.0,126.0,19.0,0.69,通常,24.0,45.0,148.0
ペーパータオルＢＳ,0.0,0.0,0.0,0.0,0.0,,不明,0.0,0.0,0.0
ホロチャージホロライブＧ,3.5555555555555554,2.833333333333333,1.0,9.0,2.0,0.8,変動大,5.0,9.0,25.0
ホープ１０,2.066666666666667,1.2332493481864322,1.0,7.0,2.0,0.6,通常,2.0,4.0,14.0
ホームパイチビムーホ,1.5,0.674199862463242,1.0,3.0,1.0,0.45,通常,1.0,2.0,10.0
ポカリスエット５００,13.466666666666667,5.842886773051196,3.0,38.0,12.5,0.43,通常,10.0,23.0,94.0
ポケぷに,3.5454545454545454,3.8757766991462517,1.0,18.0,2.0,1.09,変動大,6.0,10.0,25.0
ポケぷにソーダ,1.9444444444444444,1.1099667309387473,1.0,4.0,2.0,0.57,通常,2.0,4.0,14.0
ポケぷにフルーツ,2.9583333333333335,1.627993341153636,1.0,7.0,3.0,0.55,通常,3.0,6.0,21.0
ポケカメガゲンガーｅｘ,2.0,1.0,1.0,3.0,2.0,0.5,通常,2.0,4.0,14.0
ポケカメガディアンシー,1.2,0.4472135954999579,1.0,2.0,1.0,0.37,通常,1.0,2.0,8.0
ポケカ拡張　バトルＰ,29.5,27.577164466275352,10.0,49.0,29.5,0.93,変動大,45.0,74.0,206.0
ポケカ拡張　ブラック,30.0,28.284271247461902,10.0,50.0,30.0,0.94,変動大,47.0,77.0,210.0
ポケカ拡張　ホワイト,30.0,28.284271247461902,10.0,50.0,30.0,0.94,変動大,47.0,77.0,210.0
ポケカ拡張　ロケット団,23.22222222222222,15.498207781690258,8.0,59.0,20.0,0.67,通常,25.0,48.0,163.0
ポケカ拡張インフェルノ,156.5,234.11891565327795,8.0,506.0,56.0,1.5,変動大,385.0,542.0,1096.0
ポケカ拡張ステラ,4.125,2.295181287579947,1.0,8.0,5.0,0.56,通常,4.0,8.0,29.0
ポケカ拡張ナイトワンダ,2.25,1.8929694486000912,1.0,5.0,1.5,0.84,変動大,3.0,5.0,16.0
ポケカ拡張メガシンフォ,52.92307692307692,45.16352056409674,5.0,170.0,41.0,0.85,変動大,74.0,127.0,370.0
ポケカ拡張メガブレイブ,57.416666666666664,52.93127333599388,10.0,210.0,36.5,0.92,変動大,87.0,144.0,402.0
ポケピファンピカチュウ,1.0,0.0,1.0,1.0,1.0,0.0,安定,0.0,1.0,7.0
ポケピファンポッチャマ,1.0,0.0,1.0,1.0,1.0,0.0,安定,0.0,1.0,7.0
ポケピファンワッカネズミ,1.0,,1.0,1.0,1.0,,不明,,,7.0
ポッキーチョコレート,1.0,,1.0,1.0,1.0,,不明,,,7.0
ポップアップス！うさぎ,1.0,0.0,1.0,1.0,1.0,0.0,安定,0.0,1.0,7.0
ポップアップス！ハチワレ,1.0,0.0,1.0,1.0,1.0,0.0,安定,0.0,1.0,7.0
ポテトチップス大人の夏味,1.0,0.0,1.0,1.0,1.0,0.0,安定,0.0,1.0,7.0
ポテトＣおたくのマヨ味,1.2,0.6324555320336759,1.0,3.0,1.0,0.53,通常,1.0,2.0,8.0
ポテトＣ感謝のほたてしお,1.4,0.8944271909999159,1.0,3.0,1.0,0.64,通常,1.0,2.0,10.0
ポテロング,1.25,0.4472135954999579,1.0,2.0,1.0,0.36,通常,1.0,2.0,9.0
ポリッピーしお味,1.4833333333333334,0.7917298517752696,0.0,4.0,1.0,0.53,通常,1.0,2.0,10.0
マウススプレークールＭ,1.0,0.0,1.0,1.0,1.0,0.0,安定,0.0,1.0,7.0
マウスＷクリア８０ＭＬ,1.0454545454545454,0.3750901767477265,0.0,2.0,1.0,0.36,通常,1.0,2.0,7.0
マカダミアチョコ沖縄黒糖,3.0,,3.0,3.0,3.0,,不明,,,21.0
マカダミアパンケーキ,1.7142857142857142,1.4960264830861911,0.0,4.0,2.0,0.87,変動大,2.0,4.0,12.0
マカダミアＰＪカラメリゼ,2.136986301369863,1.294379607864009,1.0,6.0,2.0,0.61,通常,2.0,4.0,15.0
マカロンチョコパッション,3.0,1.224744871391589,1.0,4.0,3.0,0.41,通常,2.0,5.0,21.0
マシマシ焼もろこしせん,2.0,1.285369173834303,1.0,5.0,1.5,0.64,通常,2.0,4.0,14.0
マスカットのど飴小袋,2.4,1.140175425099138,1.0,4.0,2.0,0.48,通常,2.0,4.0,17.0
マッキー　極細　黒,1.0,0.0,1.0,1.0,1.0,0.0,安定,0.0,1.0,7.0
マッチ　５００,6.9,4.123927698325584,1.0,28.0,7.0,0.6,通常,7.0,14.0,48.0
マッチビタミンみかん,10.666666666666666,8.673567272510732,1.0,32.0,9.0,0.81,変動大,14.0,25.0,75.0
マミー風味シュークリーム,4.0,,4.0,4.0,4.0,,不明,,,28.0
マルボロアイスＢ・Ｍ５,1.6,0.8067511745433772,1.0,4.0,1.0,0.5,通常,1.0,3.0,11.0
マルボロアイスＢ・Ｍ８,1.3134328358208955,0.5828081243553177,0.0,3.0,1.0,0.44,通常,1.0,2.0,9.0
マルボロゴールドＢ,5.166666666666667,2.691017100225836,1.0,14.0,5.0,0.52,通常,4.0,9.0,36.0
マルボロミディアムＢＯＸ,1.446808510638298,0.6855182310802432,1.0,3.0,1.0,0.47,通常,1.0,2.0,10.0
マルボロ・ブラックＭ８,1.86,0.9260405068938202,1.0,5.0,2.0,0.5,通常,2.0,4.0,13.0
マルボロ・ボックス,3.8241758241758244,2.2636912166410688,1.0,15.0,4.0,0.59,通常,4.0,8.0,27.0
マルボロ・メン１２Ｂ,1.6140350877192982,0.9014747038070506,0.0,4.0,1.0,0.56,通常,1.0,3.0,11.0
マルボロ・メン４Ｂ,1.411764705882353,0.8208512602438095,0.0,4.0,1.0,0.58,通常,1.0,2.0,10.0
マルボロ・メン８Ｂ,2.52,1.655131251429765,0.0,8.0,2.0,0.66,通常,3.0,6.0,18.0
マロッシュラムネ味,5.545454545454546,3.281926838161352,1.0,15.0,5.0,0.59,通常,5.0,11.0,39.0
マーブル,1.0,0.0,1.0,1.0,1.0,0.0,安定,0.0,1.0,7.0
マーブルパウチ,1.3636363636363635,0.8090398349558904,0.0,3.0,1.0,0.59,通常,1.0,2.0,10.0
ミックスアイス,1.0,0.0,1.0,1.0,1.0,0.0,安定,0.0,1.0,7.0
ミックスアイスプラス,1.0,,1.0,1.0,1.0,,不明,,,7.0
ミックスサンド,29.25,6.8190908484929285,13.0,35.0,31.0,0.23,安定,11.0,40.0,205.0
ミニたべっ子塩バター味,1.6666666666666667,0.816496580927726,1.0,3.0,1.5,0.49,通常,1.0,3.0,12.0
ミニチーズおかきお好み焼,3.764705882352941,2.7048431508293107,1.0,9.0,4.0,0.72,変動大,4.0,8.0,26.0
ミニチーズおかきガーリッ,2.227272727272727,2.6891637606515766,1.0,12.0,1.0,1.21,変動大,4.0,6.0,16.0
ミニプラグ用イヤホン,1.1666666666666667,0.408248290463863,1.0,2.0,1.0,0.35,通常,1.0,2.0,8.0
ミニ冷し中華,1.6046511627906976,1.0497059652638547,0.0,4.0,1.0,0.65,通常,2.0,4.0,11.0
ミルキーバニラアイス味,1.52,0.7702813338860894,1.0,4.0,1.0,0.51,通常,1.0,3.0,11.0
ミルクソースのシフォン,2.4,2.6076809620810595,0.0,6.0,2.0,1.09,変動大,4.0,6.0,17.0
ミルクブッセ,1.6666666666666667,0.5163977794943222,1.0,2.0,2.0,0.31,通常,1.0,3.0,12.0
ミルク餅,2.863013698630137,2.496191924674411,0.0,14.0,2.0,0.87,変動大,4.0,7.0,20.0
ミンティアグレープ,1.2,0.4999999999999999,0.0,2.0,1.0,0.42,通常,1.0,2.0,8.0
ミンティアコールドスマッ,4.640449438202247,3.181077544035111,1.0,26.0,4.0,0.69,通常,5.0,10.0,32.0
ミンティアドライハード,5.351648351648351,2.684828264210358,1.0,12.0,5.0,0.5,通常,4.0,9.0,37.0
ミンティアワイルド＆クー,3.755813953488372,2.8571316200677983,1.0,20.0,3.0,0.76,変動大,5.0,9.0,26.0
ミンティア宮崎日向夏,2.1666666666666665,1.3201731488169053,0.0,6.0,2.0,0.61,通常,2.0,4.0,15.0
ミンティア瀬戸田レモン,1.6875,1.0144785195688801,1.0,4.0,1.0,0.6,通常,2.0,4.0,12.0
ミンティアＢカルピス,4.4,5.458937625582473,1.0,14.0,3.0,1.24,変動大,9.0,13.0,31.0
ミンティアＢクリスタル,1.5892857142857142,0.9867630408063015,1.0,6.0,1.0,0.62,通常,2.0,4.0,11.0
ミンティアＢシャイニーピ,3.1444444444444444,1.9520148686525676,1.0,10.0,2.5,0.62,通常,3.0,6.0,22.0
ミンティアＢブラック,2.6666666666666665,1.39522996909709,1.0,7.0,2.0,0.52,通常,2.0,5.0,19.0
ミンティアＢリフレッシュ,4.923913043478261,2.259211647252366,1.0,11.0,5.0,0.46,通常,4.0,9.0,34.0
ミンティアＢ濃苺,2.2162162162162162,2.2868602339735875,1.0,14.0,1.0,1.03,変動大,4.0,6.0,16.0
ミンティアＢＣマイルド,1.8055555555555556,1.037013416208694,1.0,5.0,1.5,0.57,通常,2.0,4.0,13.0
ミンティアＢＦピーチ,2.519230769230769,1.290848400378674,1.0,6.0,2.0,0.51,通常,2.0,5.0,18.0
ミンティアＢＦレモン,1.8666666666666667,1.12006493318265,1.0,6.0,2.0,0.6,通常,2.0,4.0,13.0
メガシャキ,1.3529411764705883,0.701888209634219,1.0,3.0,1.0,0.52,通常,1.0,2.0,9.0
メガライフガード　７００,6.666666666666667,7.5938571665963455,1.0,25.0,4.0,1.14,変動大,12.0,19.0,47.0
メキシカンチキン雑穀,3.0,,3.0,3.0,3.0,,不明,,,21.0
メビウス,2.3289473684210527,1.5696127581433315,1.0,11.0,2.0,0.67,通常,3.0,5.0,16.0
メビウスワン,2.3333333333333335,1.277186624483229,1.0,6.0,2.0,0.55,通常,2.0,4.0,16.0
メビウスワン１００Ｂ１０,1.0,0.0,1.0,1.0,1.0,0.0,安定,0.0,1.0,7.0
メビウス・ワン・ＢＯＸ,2.3518518518518516,1.5315229491182143,0.0,7.0,2.0,0.65,通常,3.0,5.0,16.0
メビウス１・１００ＢＯＸ,2.7027027027027026,1.870680264002799,0.0,11.0,2.0,0.69,通常,3.0,6.0,19.0
メビウス１００Ｂ,1.0,0.0,1.0,1.0,1.0,0.0,安定,0.0,1.0,7.0
メビウスＢ,1.15,0.3663475485325234,1.0,2.0,1.0,0.32,通常,1.0,2.0,8.0
メビウスＥ１　１００Ｓ,1.5945945945945945,0.9267463832456314,1.0,4.0,1.0,0.58,通常,2.0,4.0,11.0
メビウスＥ６　１００Ｓ,1.25,0.5,1.0,2.0,1.0,0.4,通常,1.0,2.0,9.0
メビウスＥＭＯＰＰ１Ｓ,1.5416666666666667,0.7978250577006437,1.0,4.0,1.0,0.52,通常,1.0,3.0,11.0
メビウスＥＭＯＰＰ５Ｓ,1.5,0.7071067811865476,1.0,2.0,1.5,0.47,通常,1.0,2.0,10.0
メビウスＥＯＰＰ８,1.2903225806451613,0.5287436926083547,1.0,3.0,1.0,0.41,通常,1.0,2.0,9.0
メビウスＥＸＬ,2.935064935064935,2.079585373259613,1.0,9.0,2.0,0.71,変動大,3.0,6.0,21.0
メビウスＥＸＬ１００Ｂ,1.1538461538461537,0.3755338080994054,1.0,2.0,1.0,0.33,通常,1.0,2.0,8.0
メビウスＥＸＬＢ,2.103896103896104,1.2730445849927476,0.0,7.0,2.0,0.61,通常,2.0,4.0,15.0
メビウスＬ,3.9642857142857144,3.0554964440812986,1.0,16.0,3.0,0.77,変動大,5.0,9.0,28.0
メビウスＳＬ,4.423529411764706,2.6964547738352542,1.0,13.0,4.0,0.61,通常,4.0,8.0,31.0
メビウスＳＬ１００Ｂ,1.6896551724137931,1.029510129662666,1.0,5.0,1.0,0.61,通常,2.0,4.0,12.0
メビウスＳＬＢ,2.032258064516129,0.8749807985604383,0.0,4.0,2.0,0.43,通常,1.0,3.0,14.0
メビウスＳＴ１　１００,1.1428571428571428,0.3779644730092272,1.0,2.0,1.0,0.33,通常,1.0,2.0,8.0
メビＰメンＯＰＰ５,1.962962962962963,1.1152961018620977,1.0,6.0,2.0,0.57,通常,2.0,4.0,14.0
メビＰメンＯＰＰ８,1.263157894736842,0.6533762964749499,0.0,3.0,1.0,0.52,通常,1.0,2.0,9.0
メビＰＭＯＰＰ１１００,1.6363636363636365,2.1502038562370367,0.0,11.0,1.0,1.31,変動大,4.0,6.0,11.0
メロンソーダアップ,1.4,0.7367883976130074,1.0,3.0,1.0,0.53,通常,1.0,2.0,10.0
メントスグレープ,2.6578947368421053,1.5015781172171039,0.0,8.0,2.0,0.56,通常,2.0,5.0,19.0
メントスＤＵＯブラッドオ,2.857142857142857,1.7913099142223294,1.0,7.0,2.5,0.63,通常,3.0,6.0,20.0
モチド富良野メロン味,2.5833333333333335,1.6864079077155896,1.0,8.0,2.0,0.65,通常,3.0,6.0,18.0
モッチュ白桃味,2.5,1.877848713148555,1.0,8.0,2.0,0.75,変動大,3.0,6.0,18.0
モッチュＳマスカット,10.5,9.192388155425117,4.0,17.0,10.5,0.88,変動大,15.0,26.0,74.0
モッチ生ドーナツ生チョコ,2.2,1.0954451150103321,1.0,4.0,2.0,0.5,通常,2.0,4.0,15.0
モンスター　リッパー,5.743589743589744,2.69226913409829,1.0,12.0,5.0,0.47,通常,4.0,10.0,40.0
モンスターエナジー,4.645161290322581,2.58048651019467,1.0,11.0,4.0,0.56,通常,4.0,9.0,33.0
モンスターエナジーボトル,3.3,2.2501461940809184,1.0,10.0,3.0,0.68,通常,4.0,7.0,23.0
モンストロマーブルガム,1.4285714285714286,0.5345224838248488,1.0,2.0,1.0,0.37,通常,1.0,2.0,10.0
モンブランのサンダー,1.9047619047619047,1.374945886381057,1.0,6.0,1.0,0.72,変動大,2.0,4.0,13.0
モーニングマアムバニラ,1.4230769230769231,0.6958181486046493,1.0,4.0,1.0,0.49,通常,1.0,2.0,10.0
ヤクルトＹ１０００,2.1818181818181817,1.3280197150781925,1.0,4.0,2.0,0.61,通常,2.0,4.0,15.0
ヤング　ジャンプ,3.88,3.345643934033228,1.0,12.0,3.0,0.86,変動大,6.0,10.0,27.0
ヤングマガジン,2.1363636363636362,1.5521246435421705,1.0,6.0,2.0,0.73,変動大,3.0,5.0,15.0
ユニアリ　ワンパンマン,1.5,0.5773502691896257,1.0,2.0,1.5,0.38,通常,1.0,2.0,10.0
ヨーグレットグミブルーベ,2.6666666666666665,1.543033499620919,1.0,6.0,2.0,0.58,通常,3.0,6.0,19.0
ヨーグレットミニ,3.942528735632184,2.3543938233285124,1.0,14.0,3.0,0.6,通常,4.0,8.0,28.0
ライオンカフェオレ,3.107142857142857,1.9501051389373993,1.0,10.0,3.0,0.63,通常,3.0,6.0,22.0
ライオンコーヒカフェオレ,8.0,8.48528137423857,2.0,14.0,8.0,1.06,変動大,14.0,22.0,56.0
ライオンコーヒーブラック,9.5,12.020815280171307,1.0,18.0,9.5,1.27,変動大,20.0,30.0,66.0
ライトニングイヤホン変換,1.0,,1.0,1.0,1.0,,不明,,,7.0
ライトニング用イヤホン,0.8333333333333334,0.408248290463863,0.0,1.0,1.0,0.49,通常,1.0,2.0,6.0
ライトニング電池充電器,1.0,,1.0,1.0,1.0,,不明,,,7.0
ライトニング電池式６本,0.8333333333333334,0.3892494720807615,0.0,1.0,1.0,0.47,通常,1.0,2.0,6.0
ライトニング１．２ｍ,1.0,0.0,1.0,1.0,1.0,0.0,安定,0.0,1.0,7.0
ライト豆（ＵＣＣ）,0.0,,0.0,0.0,0.0,,不明,,,0.0
ライフガード５００,4.2,1.0327955589886446,3.0,6.0,4.0,0.25,安定,2.0,6.0,29.0
ラインＳ２５夏の色白大,1.0,,1.0,1.0,1.0,,不明,,,7.0
ラインＳ２５夏の色白小,1.0,,1.0,1.0,1.0,,不明,,,7.0
ラインＳ２５秋の色黒小,1.0,,1.0,1.0,1.0,,不明,,,7.0
ラインＳＣ白１９－２２,1.0,,1.0,1.0,1.0,,不明,,,7.0
ラッキーシガリロＳライト,1.6226415094339623,1.078218172127223,1.0,6.0,1.0,0.66,通常,2.0,4.0,11.0
ラッキーストライク,2.839080459770115,1.4617094422117374,1.0,8.0,3.0,0.51,通常,2.0,5.0,20.0
ラッキーＢチルベリー８,1.3461538461538463,0.6287961636211018,1.0,3.0,1.0,0.47,通常,1.0,2.0,9.0
ラッキーＥＸカット１０,1.558139534883721,0.8252654863276352,1.0,4.0,1.0,0.53,通常,1.0,3.0,11.0
ラッキーＥＸカット１４,2.235294117647059,1.5218989685876771,1.0,6.0,2.0,0.68,通常,3.0,5.0,16.0
ラッキーＥＸカット６,3.3950617283950617,1.8952507244800028,1.0,9.0,3.0,0.56,通常,3.0,6.0,24.0
ラッキーＳダークタバコ,2.727272727272727,1.744437502737469,1.0,11.0,2.0,0.64,通常,3.0,6.0,19.0
ラッキーＳダークＭ,5.923076923076923,3.541110071638629,1.0,20.0,6.0,0.6,通常,6.0,12.0,41.0
ラッキーＳトロピカルＢ,1.0,0.0,1.0,1.0,1.0,0.0,安定,0.0,1.0,7.0
ラッキーＳトロピカルＳ,1.1904761904761905,0.6796357567879738,0.0,3.0,1.0,0.57,通常,1.0,2.0,8.0
ラッキーＳベリーＢ,3.125,2.21285768418007,0.0,6.0,3.5,0.71,変動大,4.0,7.0,22.0
ラッキーＳベリーＭ,4.826666666666667,2.7330476669003687,1.0,12.0,5.0,0.57,通常,4.0,9.0,34.0
ラッキーＳベリーＳ,1.3333333333333333,0.5163977794943223,1.0,2.0,1.0,0.39,通常,1.0,2.0,9.0
ラッキーＳメンソール,2.918918918918919,1.6365412638868273,1.0,8.0,3.0,0.56,通常,3.0,6.0,20.0
ラッキーＳリッチタバコ,4.3125,3.5278054640817516,1.0,16.0,3.0,0.82,変動大,6.0,10.0,30.0
ラッキーＳＲタバコ１０Ｐ,1.0,,1.0,1.0,1.0,,不明,,,7.0
ラムネアップ,2.1454545454545455,1.4065742705066018,1.0,6.0,2.0,0.66,通常,2.0,4.0,15.0
ラークウルトラ１・１００,1.0,0.0,1.0,1.0,1.0,0.0,安定,0.0,1.0,7.0
ラーククラシックＭ,2.418918918918919,1.0599399925733295,0.0,7.0,2.0,0.44,通常,2.0,4.0,17.0
ラークスーパー５,1.0,0.0,1.0,1.0,1.0,0.0,安定,0.0,1.0,7.0
ラーク・マイルド・ＢＯＸ,1.1666666666666667,0.3834824944236852,1.0,2.0,1.0,0.33,通常,1.0,2.0,8.0
ラーク・１００・ＢＯＸ,1.0,0.0,1.0,1.0,1.0,0.0,安定,0.0,1.0,7.0
ラーク・ＢＯＸ,1.0,0.0,1.0,1.0,1.0,0.0,安定,0.0,1.0,7.0
ラーメン荘　豚ラーメン,1.0,,1.0,1.0,1.0,,不明,,,7.0
ラー油四川風麻婆焼そば,1.0,0.0,1.0,1.0,1.0,0.0,安定,0.0,1.0,7.0
リチウム５０００ｍＡｈ,1.0,0.0,1.0,1.0,1.0,0.0,安定,0.0,1.0,7.0
リポビタンＤ,15.58695652173913,7.4952764230166675,5.0,50.0,14.5,0.48,通常,12.0,28.0,109.0
リルＨリキッドＣ,1.0,0.0,1.0,1.0,1.0,0.0,安定,0.0,1.0,7.0
リングメモＡ７Ｂ罫,1.3,0.6776309271789384,0.0,4.0,1.0,0.52,通常,1.0,2.0,9.0
ルイボスティーハイ３４０,1.4285714285714286,0.7867957924694432,1.0,3.0,1.0,0.55,通常,1.0,2.0,10.0
ルックア・ラ・モード,5.0,3.6817870057290865,1.0,13.0,5.0,0.74,変動大,6.0,11.0,35.0
ルックホワイトラバーズ,2.8333333333333335,2.3166067138525404,1.0,7.0,2.0,0.82,変動大,4.0,7.0,20.0
ルーシーのレモネード,2.75,1.6025547785276537,1.0,6.0,2.5,0.58,通常,3.0,6.0,19.0
ルーローハン風パスタサラ,1.0,,1.0,1.0,1.0,,不明,,,7.0
ルーロー飯おむすび,7.333333333333333,4.041451884327381,3.0,11.0,8.0,0.55,通常,7.0,14.0,51.0
レインコートＬ,0.875,0.6408699444616557,0.0,2.0,1.0,0.73,変動大,1.0,2.0,6.0
レインコートＭ,1.0,,1.0,1.0,1.0,,不明,,,7.0
レインボーキューブグミ,1.25,0.5,1.0,2.0,1.0,0.4,通常,1.0,2.0,9.0
レジ従業員金庫引継ノート,0.0,,0.0,0.0,0.0,,不明,,,0.0
レジ袋,138.9673913043478,22.996154043931597,61.0,184.0,143.5,0.17,安定,38.0,177.0,973.0
レジ袋弁当大バイオマス,3.9318181818181817,2.831657873294328,1.0,21.0,3.0,0.72,変動大,5.0,9.0,28.0
レジ袋１２号バイオマス,57.05434782608695,11.079497083078783,32.0,92.0,57.0,0.19,安定,18.0,75.0,399.0
レジ袋２０号バイオマス,5.913043478260869,2.752230559570532,1.0,15.0,6.0,0.47,通常,5.0,11.0,41.0
レジ袋４５号,1.3214285714285714,0.8629652337776966,1.0,5.0,1.0,0.65,通常,1.0,2.0,9.0
レジ袋４５号バイオマス,1.5454545454545454,0.8748300952529319,1.0,4.0,1.0,0.57,通常,1.0,3.0,11.0
レッツハロウィンつぶグミ,2.5714285714285716,1.8277470669267508,1.0,6.0,2.0,0.71,変動大,3.0,6.0,18.0
