商品名,売上金額,売上数量,販売日数,取扱店舗数,構成比,累積構成比,ABCランク,1日平均売上,平均単価,フェイスくくり大分類
文庫,22770.0,22.0,14,2,0.027384768005133182,91.19172003920256,B,1626.0,1035.0,265:雑誌・コミック・新聞
クリニカトラベルセット,22770.0,69.0,48,2,0.027384768005133182,91.2191048072077,B,474.0,330.0,225:バス・洗面用品
パリジャン　ハム＆チーズ,22750.0,65.0,31,3,0.0273607146296346,91.24646552183734,B,734.0,350.0,110:調理パン
クラッシュ蒟蒻畑りんご味,22692.0,124.0,63,1,0.02729095984068872,91.27375648167802,B,360.0,183.0,205:健康サポート飲料
スマートカラーグレー,22640.0,40.0,33,1,0.027228421064392414,91.30098490274241,B,686.0,566.0,240:紙・衛生用品
Ｗ・Ｃホワイト１・１００,22586.0,46.0,36,2,0.027163476950546248,91.32814837969296,B,627.0,491.0,290:たばこ
１９６レモン３５０,22540.0,140.0,26,2,0.027108154186899516,91.35525653387987,B,867.0,161.0,305:ワイン・洋酒
ワンピカードＢＥＳＴ２,22500.0,45.0,18,1,0.027060047435902353,91.38231658131576,B,1250.0,500.0,250:文具・玩具・趣味雑貨
おっとっとうすしお味,22401.0,171.0,73,2,0.026940983227184384,91.40925756454294,B,307.0,131.0,195:スナック菓子
フレンチクルーラーミルク,22388.0,116.0,20,2,0.026925348533110304,91.43618291307605,B,1119.0,193.0,130:デザート
茉莉花ジャスミン茶割ＪＪ,22263.0,123.0,65,1,0.026775014936244183,91.4629579280123,B,343.0,181.0,305:ワイン・洋酒
つくね＆鶏そぼろごはん,22223.0,71.0,32,2,0.02672690818524702,91.48968483619755,B,694.0,313.0,100:米飯
センティアＣグリーン,22172.0,46.0,29,1,0.026665572077725644,91.51635040827529,B,765.0,482.0,290:たばこ
大盛　明太子スパゲティ,22160.0,40.0,39,1,0.026651140052426494,91.54300154832771,B,568.0,554.0,105:調理麺
アサヒ生ビール３５０,21816.0,101.0,54,1,0.026237421993850926,91.56923897032156,B,404.0,216.0,295:ビール
ヤングマガジン,21808.0,47.0,22,1,0.026227800643651492,91.59546677096522,B,991.0,464.0,265:雑誌・コミック・新聞
カンデミーナＳＰベスト,21800.0,109.0,19,3,0.026218179293452056,91.62168495025867,B,1147.0,200.0,180:ガム・キャンディ
◎チーズインてりやきバー,21712.0,118.0,8,3,0.026112344441258307,91.64779729469993,B,2714.0,184.0,145:パン
Ｗ・Ｃホワイト３ＢＯＸ,21604.0,44.0,25,1,0.02598245621356598,91.6737797509135,B,864.0,491.0,290:たばこ
いちごミルク,21520.0,80.0,33,1,0.02588143203647194,91.69966118294997,B,652.0,269.0,135:牛乳・チルド飲料
ＭＶＭミントＭプルーム,21457.0,47.0,21,1,0.025805663903651414,91.72546684685362,B,1022.0,457.0,290:たばこ
ハイチュウＰメロン,21280.0,140.0,46,3,0.02559279153048898,91.7510596383841,B,463.0,152.0,180:ガム・キャンディ
ｉｎゼリーＥＮ　ブドウ糖,21210.0,101.0,34,1,0.025508604716243954,91.77656824310036,B,624.0,210.0,205:健康サポート飲料
モチド富良野メロン味,21204.0,124.0,48,3,0.025501388703594377,91.80206963180395,B,442.0,171.0,180:ガム・キャンディ
塩チョコタルト,21156.0,82.0,24,3,0.025443660602397788,91.82751329240634,B,882.0,258.0,130:デザート
◎ジュワっとしたチーズ塩,21128.0,152.0,19,3,0.025409985876699775,91.85292327828304,B,1112.0,139.0,145:パン
ブラックＴココナッツ小袋,21120.0,165.0,41,1,0.02540036452650034,91.87832364280955,B,515.0,128.0,185:洋風菓子・駄菓子
Ａｐｐｌｅチャージ,21000.0,2.0,2,1,0.025256044273508863,91.90357968708305,B,10500.0,10500.0,280:チケット・カード
エボディープＲ　ＰＬＭ,21000.0,42.0,31,2,0.025256044273508863,91.92883573135656,B,677.0,500.0,290:たばこ
専炭治郎の抹茶クリームロ,20856.0,132.0,14,3,0.02508285996991909,91.95391859132647,B,1490.0,158.0,145:パン
しゃりｉｎグミソーダ味,20832.0,124.0,38,1,0.025053995919320792,91.97897258724579,B,548.0,168.0,180:ガム・キャンディ
三ツ矢　ひんやり和梨,20800.0,130.0,17,1,0.025015510518523066,92.00398809776432,B,1224.0,160.0,215:ドライ飲料
フリスクペパーミント,20680.0,88.0,64,1,0.024871190265531588,92.02885928802985,B,323.0,235.0,180:ガム・キャンディ
碧Ａｏ海薫るＨＢ３５０,20650.0,59.0,19,2,0.024835110202283718,92.05369439823214,B,1087.0,350.0,305:ワイン・洋酒
じゃがりこＬ明太もんじゃ,20492.0,94.0,56,1,0.024645088535844937,92.07833948676799,B,366.0,218.0,195:スナック菓子
ブレンドＭ,20400.0,100.0,26,1,0.024534443008551465,92.10287392977654,B,785.0,204.0,140:カウンターＦＦ
ハンカチＳＴ,20400.0,34.0,27,3,0.024534443008551465,92.12740837278508,B,756.0,600.0,245:衣料品
生ハムとルッコラ,20328.0,44.0,14,1,0.02444785085675658,92.15185622364184,B,1452.0,462.0,110:調理パン
◎紀州南高梅茎わかめ,20066.0,127.0,59,1,0.024132751637725183,92.17598897527957,B,340.0,158.0,180:ガム・キャンディ
ＧＰｌａｙ１００００,20000.0,2.0,2,1,0.02405337549857987,92.20004235077815,B,10000.0,10000.0,280:チケット・カード
ケントＮＳスムースＦ,20000.0,40.0,9,1,0.02405337549857987,92.22409572627673,B,2222.0,500.0,290:たばこ
激シゲキックスソーダ,19920.0,166.0,74,1,0.02395716199658555,92.24805288827332,B,269.0,120.0,180:ガム・キャンディ
ウィルキンソンマスカット,19872.0,144.0,16,1,0.02389943389538896,92.27195232216872,B,1242.0,138.0,215:ドライ飲料
◎スティックサラミ,19800.0,180.0,75,1,0.02381284174359407,92.29576516391231,B,264.0,110.0,190:和風菓子・珍味・豆菓子
ハイチュウＰシャインマス,19760.0,130.0,22,2,0.023764734992596914,92.3195298989049,B,898.0,152.0,180:ガム・キャンディ
◎ふんわりとしたパンケ８,19608.0,114.0,30,1,0.023581929338807706,92.3431118282437,B,654.0,172.0,145:パン
モンスターエナジーボトル,19602.0,66.0,20,1,0.023574713326158132,92.36668654156986,B,980.0,297.0,215:ドライ飲料
一粒梅おむすび,19521.0,81.0,14,1,0.023477297155388883,92.39016383872526,B,1394.0,241.0,100:米飯
シングルモルト山崎１８０,19500.0,10.0,4,3,0.023452041111115374,92.41361587983637,B,4875.0,1950.0,305:ワイン・洋酒
◎和風ツナパン,19440.0,144.0,23,3,0.023379880984619635,92.43699576082099,B,845.0,135.0,145:パン
◎どかっとパン（テリマヨ,19440.0,144.0,15,2,0.023379880984619635,92.46037564180561,B,1296.0,135.0,145:パン
◎どかっと満足パン（ベー,19320.0,84.0,13,3,0.023235560731628156,92.48361120253725,B,1486.0,230.0,145:パン
センテＣシルバー１０Ｐ,19276.0,4.0,4,2,0.02318264330553128,92.50679384584278,B,4819.0,4819.0,290:たばこ
センテＦグリーン１０Ｐ,19276.0,4.0,3,2,0.02318264330553128,92.52997648914831,B,6425.0,4819.0,290:たばこ
ケントＴリッチタバコ,19228.0,44.0,23,2,0.023124915204334687,92.55310140435265,B,836.0,437.0,290:たばこ
ＣＲバーナーライター,19190.0,101.0,67,1,0.023079213790887388,92.57618061814354,B,286.0,190.0,255:電池・電器・喫煙具
塩レモンクッキーシュー,19176.0,94.0,19,2,0.02306237642803838,92.59924299457158,B,1009.0,204.0,130:デザート
折りたたみセットコーム,19149.0,39.0,34,3,0.023029904371115295,92.6222728989427,B,563.0,491.0,225:バス・洗面用品
チュッパサワーバイトグミ,19118.0,121.0,21,2,0.0229926216390925,92.64526552058179,B,910.0,158.0,180:ガム・キャンディ
カシミヤＥＸポケット,19116.0,118.0,60,2,0.022990216301542642,92.66825573688332,B,319.0,162.0,240:紙・衛生用品
黒チャーハンおむすび,19075.0,109.0,22,1,0.022940906881770553,92.6911966437651,B,867.0,175.0,100:米飯
しゃりぷにょ梅グミ,19040.0,112.0,31,3,0.022898813474648037,92.71409545723975,B,614.0,170.0,180:ガム・キャンディ
メビＰＭＯＰＰ１１００,19008.0,36.0,22,1,0.02286032807385031,92.7369557853136,B,864.0,528.0,290:たばこ
狩人めしエナジードリンク,19000.0,152.0,39,3,0.022850706723650877,92.75980649203724,B,487.0,125.0,180:ガム・キャンディ
◎ハンディウェットティシ,18954.0,162.0,67,1,0.022795383960004145,92.78260187599724,B,283.0,117.0,240:紙・衛生用品
ミンティアＢクリスタル,18779.0,89.0,56,1,0.02258491692439157,92.80518679292163,B,335.0,211.0,180:ガム・キャンディ
７ＤＡＹＳマスク大きめ,18774.0,63.0,32,1,0.022578903580516924,92.82776569650215,B,587.0,298.0,240:紙・衛生用品
オレンジパンチ３５０,18676.0,116.0,19,2,0.02246104204057388,92.85022673854273,B,983.0,161.0,305:ワイン・洋酒
ピース（２０本）,18564.0,34.0,28,1,0.022326343137781837,92.87255308168051,B,663.0,546.0,290:たばこ
富士通ＰＲＥ　単４－４Ｐ,18480.0,35.0,25,2,0.0222253189606878,92.8947784006412,B,739.0,528.0,255:電池・電器・喫煙具
富士通ＰＲＥ　単３－４Ｐ,18480.0,35.0,26,2,0.0222253189606878,92.9170037196019,B,711.0,528.0,255:電池・電器・喫煙具
キャメルクラフトＭＢ５,18450.0,45.0,27,1,0.02218923889743993,92.93919295849933,B,683.0,410.0,290:たばこ
◎スイートポテト蒸しケ４,18304.0,104.0,15,3,0.022013649256300297,92.96120660775563,B,1220.0,176.0,145:パン
カニカマの寿司,18270.0,105.0,28,2,0.02197275851795271,92.98317936627357,B,652.0,174.0,100:米飯
味付海苔　ベーコンマヨ,18216.0,99.0,14,3,0.021907814404106548,93.00508718067768,B,1301.0,184.0,100:米飯
◎瀬戸内レモンピール,18203.0,109.0,63,1,0.021892179710032468,93.02697936038771,B,289.0,167.0,180:ガム・キャンディ
ネオアイスドＭハイパー,18200.0,40.0,30,3,0.02188857170370768,93.04886793209143,B,607.0,455.0,290:たばこ
メビウスＥＯＰＰ８,18200.0,40.0,31,1,0.02188857170370768,93.07075650379514,B,587.0,455.0,290:たばこ
生クリームパイコロネ,18156.0,89.0,18,3,0.021835654277610805,93.09259215807275,B,1009.0,204.0,130:デザート
スイートポテト＆ホイップ,18096.0,52.0,7,2,0.021763494151115066,93.11435565222386,B,2585.0,348.0,110:調理パン
ライオンカフェオレ,18096.0,87.0,28,1,0.021763494151115066,93.13611914637498,B,646.0,208.0,135:牛乳・チルド飲料
◎たまご蒸しパン４個入,18060.0,105.0,18,2,0.021720198075217623,93.1578393444502,B,1003.0,172.0,145:パン
茶流彩彩　コーン茶,18040.0,164.0,13,2,0.021696144699719044,93.17953548914991,B,1388.0,110.0,215:ドライ飲料
カジッテミカン＆レモン,18012.0,79.0,15,3,0.02166246997402103,93.20119795912393,B,1201.0,228.0,180:ガム・キャンディ
１本満足プロテインチョコ,17955.0,105.0,59,2,0.021593917853850078,93.22279187697778,B,304.0,171.0,200:健康食品
ｅ－ｍａのどグレープ小袋,17936.0,152.0,75,1,0.02157106714712643,93.2443629441249,B,239.0,118.0,180:ガム・キャンディ
リチウム５０００ｍＡｈ,17892.0,6.0,6,2,0.021518149721029552,93.26588109384593,B,2982.0,2982.0,255:電池・電器・喫煙具
ニッカン東日本（日刊スポ,17876.0,109.0,64,2,0.021498907020630686,93.28738000086656,B,279.0,164.0,265:雑誌・コミック・新聞
ＭＶアロマＲプルーム,17758.0,38.0,27,1,0.021356992105189068,93.30873699297175,B,658.0,467.0,290:たばこ
ミンティアＢＦレモン,17724.0,84.0,45,1,0.02131610136684148,93.33005309433858,B,394.0,211.0,180:ガム・キャンディ
冷シート　無香,17556.0,38.0,32,1,0.02111405301265341,93.35116714735123,B,549.0,462.0,220:化粧品
Ｓスター１０Ｂ,17472.0,32.0,20,1,0.021013028835559375,93.37218017618679,B,874.0,546.0,290:たばこ
テリアブラックイエローＭ,17424.0,33.0,23,1,0.020955300734362785,93.39313547692115,B,758.0,528.0,290:たばこ
ベースブレッドミルク,17420.0,67.0,46,1,0.020950490059263065,93.41408596698041,B,379.0,260.0,185:洋風菓子・駄菓子
ベースブレッドミルク,17420.0,67.0,46,1,0.020950490059263065,93.41408596698041,B,379.0,260.0,148:半生菓子
ミンティアＢ濃苺,17302.0,82.0,37,1,0.020808575143821447,93.43489454212423,B,468.0,211.0,180:ガム・キャンディ
すっぱいぶどうグミ,17300.0,173.0,36,1,0.02080616980627159,93.4557007119305,B,481.0,100.0,185:洋風菓子・駄菓子
栄養強化型　１日分の野菜,17292.0,132.0,48,1,0.020796548456072154,93.47649726038658,B,360.0,131.0,135:牛乳・チルド飲料
◎グリルチキン梅しそ,17238.0,78.0,47,1,0.02073160434222599,93.49722886472881,B,367.0,221.0,120:惣菜
スタイルフィットグレー,17220.0,42.0,22,1,0.020709956304277268,93.51793882103308,B,783.0,410.0,240:紙・衛生用品
◎ノアールミニ,17116.0,143.0,70,1,0.020584878751684653,93.53852369978478,B,245.0,120.0,185:洋風菓子・駄菓子
◎ハムチーズデニッシュ４,17112.0,93.0,25,1,0.020580068076584936,93.55910376786136,B,684.0,184.0,145:パン
ポケぷに,17004.0,78.0,22,2,0.020450179848892604,93.57955394771025,B,773.0,218.0,180:ガム・キャンディ
ちいかわ黒猫ミニバッグ,17000.0,17.0,11,2,0.02044536917379289,93.59999931688405,B,1545.0,1000.0,185:洋風菓子・駄菓子
◎スパイシービーフジャー,16848.0,108.0,63,2,0.020262563520003683,93.62026188040406,B,267.0,156.0,190:和風菓子・珍味・豆菓子
冷しビャンビャン麺,16830.0,33.0,14,2,0.02024091548205496,93.6405027958861,B,1202.0,510.0,105:調理麺
カンデミーナ電撃マスカッ,16800.0,84.0,24,2,0.02020483541880709,93.66070763130492,B,700.0,200.0,180:ガム・キャンディ
半熟玉子冷ぶっかけうどん,16758.0,42.0,21,2,0.02015432333026007,93.68086195463518,B,798.0,399.0,105:調理麺
１９６無糖Ｗパイン３５,16744.0,104.0,20,1,0.020137485967411068,93.70099944060259,B,837.0,161.0,305:ワイン・洋酒
サンスポ（サンケ,16728.0,102.0,63,2,0.020118243267012205,93.7211176838696,B,266.0,164.0,265:雑誌・コミック・新聞
ワイルドターキーＨＢ３５,16660.0,70.0,14,2,0.020036461790317033,93.7411541456599,B,1190.0,238.0,305:ワイン・洋酒
フエラムネサイダー第２弾,16560.0,120.0,25,2,0.019916194912824134,93.76107034057273,B,662.0,138.0,185:洋風菓子・駄菓子
コンパクトＳ２４．５ｃｍ,16560.0,72.0,54,1,0.019916194912824134,93.78098653548555,B,307.0,230.0,240:紙・衛生用品
◎おいものパウンドケーキ,16533.0,99.0,15,3,0.01988372285590105,93.80087025834145,B,1102.0,167.0,148:半生菓子
ザバスチョコレート２００,16501.0,79.0,16,2,0.019845237455103325,93.82071549579655,B,1031.0,209.0,135:牛乳・チルド飲料
エボＴバナナＣＰＬＭ,16500.0,33.0,23,2,0.019844034786328395,93.84055953058288,B,717.0,500.0,290:たばこ
健康のど飴梅小袋,16384.0,128.0,64,2,0.01970452520843663,93.86026405579132,B,256.0,128.0,180:ガム・キャンディ
ピュレグミＰふじりんご,16380.0,91.0,29,2,0.019699714533336913,93.87996377032465,B,565.0,180.0,180:ガム・キャンディ
クールループド,16380.0,36.0,24,1,0.019699714533336913,93.89966348485798,B,682.0,455.0,290:たばこ
◎のむＹＧアサイーボウル,16376.0,89.0,15,2,0.019694903858237196,93.91935838871622,B,1092.0,184.0,135:牛乳・チルド飲料
チキンカツサンド,16359.0,41.0,7,2,0.019674458489063407,93.93903284720528,B,2337.0,399.0,110:調理パン
コカ・コーラゼロ５００,16320.0,96.0,16,1,0.019627554406841177,93.95866040161212,B,1020.0,170.0,215:ドライ飲料
ライトニング用イヤホン,16275.0,5.0,6,1,0.019573434311969368,93.97823383592409,B,2712.0,3255.0,255:電池・電器・喫煙具
ラッキーＥＸカット１４,16264.0,38.0,17,2,0.01956020495544515,93.99779404087953,B,957.0,428.0,290:たばこ
ＦＭオリジナル安食ロール,16236.0,44.0,14,2,0.019526530229747138,94.01732057110927,B,1160.0,369.0,130:デザート
Ｐルック生キャラメル,16200.0,60.0,10,2,0.019483234153849695,94.03680380526312,B,1620.0,270.0,185:洋風菓子・駄菓子
ライトニング１．２ｍ,16200.0,9.0,9,3,0.019483234153849695,94.05628703941697,B,1800.0,1800.0,255:電池・電器・喫煙具
◎サクサク食感のミニチ５,16192.0,88.0,27,1,0.019473612803650262,94.07576065222062,B,600.0,184.0,145:パン
◎ミニ羊羹　煉,16174.0,177.0,73,2,0.01945196476570154,94.09521261698633,B,222.0,91.0,190:和風菓子・珍味・豆菓子
◎ミニ羊羹　煉,16174.0,177.0,73,2,0.01945196476570154,94.09521261698633,B,222.0,91.0,148:半生菓子
◎タンスティックレモン,16008.0,87.0,54,1,0.019252321749063328,94.1144649387354,B,296.0,184.0,120:惣菜
顔体用シート　ゴミポケ,15960.0,57.0,43,1,0.01919459364786674,94.13365953238326,B,371.0,280.0,220:化粧品
グミだよ。ピーチフラッペ,15936.0,96.0,27,3,0.01916572959726844,94.15282526198052,B,590.0,166.0,180:ガム・キャンディ
ピュレグミなつももソーダ,15900.0,106.0,20,3,0.019122433521370996,94.1719476955019,B,795.0,150.0,180:ガム・キャンディ
パウダー２５０％ハッピー,15900.0,129.0,67,2,0.019122433521370996,94.19107012902327,B,237.0,123.0,190:和風菓子・珍味・豆菓子
◎りんごカスタードデニ４,15865.0,95.0,18,2,0.01908034011424848,94.21015046913752,B,881.0,167.0,145:パン
カレーコロッケバ－ガ－（,15865.0,95.0,19,3,0.01908034011424848,94.22923080925176,B,835.0,167.0,145:パン
ポケカ拡張　ブラック,15840.0,60.0,2,2,0.019050273394875257,94.24828108264664,B,7920.0,264.0,250:文具・玩具・趣味雑貨
ポケカ拡張　ホワイト,15840.0,60.0,2,2,0.019050273394875257,94.26733135604152,B,7920.0,264.0,250:文具・玩具・趣味雑貨
たっぷりハムサンド,15827.0,49.0,9,2,0.01903463870080118,94.28636599474233,B,1759.0,323.0,110:調理パン
テリアミント１０Ｐ,15819.0,3.0,3,2,0.019025017350601747,94.30539101209293,B,5273.0,5273.0,290:たばこ
テリアリッチＲ１０Ｐ,15819.0,3.0,3,2,0.019025017350601747,94.32441602944353,B,5273.0,5273.0,290:たばこ
◎パイまんじゅうつぶあん,15759.0,103.0,67,2,0.018952857224106008,94.34336888666763,B,235.0,153.0,190:和風菓子・珍味・豆菓子
◎パイまんじゅうつぶあん,15759.0,103.0,67,2,0.018952857224106008,94.34336888666763,B,235.0,153.0,148:半生菓子
